,Price,Area,Location,City,bedrom
619,56.0,1130,Begur,Banglore,2
620,58.0,1160,Begur,Banglore,2
621,65.77,1325,Begur,Banglore,3
622,54.73,1090,Begur,Banglore,2
623,58.49,1170,Begur,Banglore,2
624,58.25,1165,Begur,Banglore,2
625,58.0,1160,Begur,Banglore,2
626,169.0,1810,other,Banglore,3
627,149.0,1740,other,Banglore,3
628,141.0,1630,other,Banglore,3
629,121.0,1440,other,Banglore,2
630,107.0,1245,other,Banglore,2
631,48.31,1098,Varthur,Banglore,2
632,36.32,1215,other,Banglore,3
633,29.6,990,other,Banglore,2
634,33.63,1125,other,Banglore,2
635,30.87,950,other,Banglore,2
636,39.81,1225,other,Banglore,3
637,33.31,1025,other,Banglore,2
638,20.96,645,other,Banglore,1
639,82.18,1505,Electronic City Phase 2,Banglore,3
640,83.70999,1535,Electronic City Phase 2,Banglore,3
641,80.39,1470,Electronic City Phase 2,Banglore,3
642,58.68,1045,Electronic City Phase 2,Banglore,2
643,60.21,1075,Electronic City Phase 2,Banglore,2
644,71.94,1290,Electronic City Phase 2,Banglore,2
645,75.81,1380,Electronic City Phase 2,Banglore,2
646,81.37,1465,Electronic City Phase 2,Banglore,3
648,130.0,1320,Sahakar Nagar,Banglore,2
649,28.0,1000,Attibele,Banglore,1
650,140.0,2170,Junnasandra,Banglore,3
651,109.0,1691,Junnasandra,Banglore,3
656,214.0,2378,Banashankari,Banglore,3
657,78.3,1800,other,Banglore,3
658,59.68,1372,other,Banglore,2
659,60.85,1242,JP Nagar Phase 8,Banglore,2
660,54.39,1110,JP Nagar Phase 8,Banglore,2
661,67.62,1380,JP Nagar Phase 8,Banglore,3
662,54.88,1120,JP Nagar Phase 8,Banglore,2
663,54.78,1118,JP Nagar Phase 8,Banglore,2
664,74.38,1518,JP Nagar Phase 8,Banglore,3
665,67.91,1386,JP Nagar Phase 8,Banglore,3
666,59.97,1224,JP Nagar Phase 8,Banglore,2
667,66.54,1358,JP Nagar Phase 8,Banglore,3
668,59.87,1222,JP Nagar Phase 8,Banglore,2
669,70.06999,1430,JP Nagar Phase 8,Banglore,3
670,35.67,728,JP Nagar Phase 8,Banglore,1
671,60.51,1235,JP Nagar Phase 8,Banglore,2
672,70.26,1434,JP Nagar Phase 8,Banglore,3
673,59.38,1212,JP Nagar Phase 8,Banglore,2
674,62.37,1273,JP Nagar Phase 8,Banglore,2
675,59.78,1220,JP Nagar Phase 8,Banglore,2
676,56.2,1147,JP Nagar Phase 8,Banglore,2
677,61.49,1255,JP Nagar Phase 8,Banglore,2
678,71.93,1468,JP Nagar Phase 8,Banglore,3
679,61.93,1264,JP Nagar Phase 8,Banglore,2
680,93.69,1735,Anjanapura,Banglore,3
681,80.73,1495,Anjanapura,Banglore,3
682,91.8,1700,Anjanapura,Banglore,3
683,70.28,1440,Gottigere,Banglore,3
684,61.48,1245,Gottigere,Banglore,2
685,73.44,1510,Gottigere,Banglore,3
686,64.19,1305,Gottigere,Banglore,2
687,55.84,1120,Gottigere,Banglore,2
688,63.74,1295,Gottigere,Banglore,3
689,60.58,1225,Gottigere,Banglore,2
690,69.83,1430,Gottigere,Banglore,3
691,63.96,1300,Gottigere,Banglore,2
692,71.63,1470,Gottigere,Banglore,3
693,62.83,1275,Gottigere,Banglore,2
694,68.93,1410,Gottigere,Banglore,3
695,56.74,1140,Gottigere,Banglore,2
696,69.15,1415,Gottigere,Banglore,3
697,70.95999,1455,Gottigere,Banglore,3
698,73.89,1520,Gottigere,Banglore,3
699,62.16,1260,Gottigere,Banglore,2
700,74.12,1525,Gottigere,Banglore,3
701,56.06,1125,Gottigere,Banglore,2
702,61.93,1255,Gottigere,Banglore,2
703,56.51,1135,Gottigere,Banglore,2
705,113.99999,1597,Hosa Road,Banglore,3
706,108.0,1514,Hosa Road,Banglore,3
707,102.0,1431,Hosa Road,Banglore,2
708,98.0,1365,Hosa Road,Banglore,2
709,79.0,1205,Varthur,Banglore,2
710,65.7,1007,Varthur,Banglore,2
711,227.99999,2243,Uttarahalli,Banglore,3
712,212.0,2051,Uttarahalli,Banglore,3
713,72.0,1350,Budigere Cross,Banglore,3
714,65.0,1225,Budigere Cross,Banglore,3
715,62.0,1165,Budigere Cross,Banglore,2
716,47.32,1315,Sarjapur,Banglore,3
717,47.5,1320,Sarjapur,Banglore,2
718,44.98,1250,Sarjapur,Banglore,2
719,48.7,1290,Sarjapur,Banglore,3
720,46.42,1290,Sarjapur,Banglore,2
721,49.12,1365,Sarjapur,Banglore,3
722,53.98,1500,Sarjapur,Banglore,3
723,43.18,1200,Sarjapur,Banglore,2
725,24.36,870,Attibele,Banglore,2
726,28.0,1000,Attibele,Banglore,2
727,33.88,1210,Attibele,Banglore,3
728,25.2,900,Attibele,Banglore,2
729,108.0,1745,Begur,Banglore,3
730,88.68,1417,Begur,Banglore,2
731,113.99999,1814,Begur,Banglore,3
732,93.66,1503,Begur,Banglore,2
733,112.0,1814,other,Banglore,3
734,98.88,1595,other,Banglore,3
735,108.0,1759,other,Banglore,3
738,175.0,1249,Koramangala,Banglore,2
740,195.0,1385,Koramangala,Banglore,2
741,71.0,1286,Nelamangala,Banglore,3
742,64.0,1163,Nelamangala,Banglore,2
743,55.0,966,Nelamangala,Banglore,2
744,43.0,814,Nelamangala,Banglore,2
747,186.0,2210,ITPL,Banglore,3
748,173.0,1930,ITPL,Banglore,3
749,171.0,1890,ITPL,Banglore,3
750,118.0,1330,ITPL,Banglore,2
770,65.94,1570,Electronic City Phase 1,Banglore,3
771,59.22,1410,Electronic City Phase 1,Banglore,3
772,66.36,1580,Electronic City Phase 1,Banglore,3
773,67.62,1610,Electronic City Phase 1,Banglore,3
774,50.19,1195,Electronic City Phase 1,Banglore,2
775,66.78,1590,Electronic City Phase 1,Banglore,3
776,67.2,1600,Electronic City Phase 1,Banglore,3
777,50.4,1200,Electronic City Phase 1,Banglore,2
778,65.73,1565,Electronic City Phase 1,Banglore,3
779,83.53,1638,Nagarbhavi,Banglore,3
780,80.78,1584,Nagarbhavi,Banglore,3
781,65.68,1288,Nagarbhavi,Banglore,2
782,77.56999,1521,Nagarbhavi,Banglore,3
783,72.52,1422,Nagarbhavi,Banglore,3
784,69.70999,1367,Nagarbhavi,Banglore,3
785,195.0,2597,Harlur,Banglore,4
786,63.31,1447,Electronic City Phase 2,Banglore,3
787,185.0,2569,Harlur,Banglore,4
788,97.3,2219,Electronic City Phase 2,Banglore,3
789,66.41,1525,Electronic City Phase 2,Banglore,3
790,75.20999,1727,Electronic City Phase 2,Banglore,3
791,111.0,1274,Konanakunte,Banglore,2
792,142.0,1588,Konanakunte,Banglore,3
793,57.39,1300,Electronic City Phase 2,Banglore,2
794,105.0,1204,Konanakunte,Banglore,2
795,66.67,1531,Electronic City Phase 2,Banglore,3
796,191.0,2140,Konanakunte,Banglore,3
797,71.77,1375,Anjanapura,Banglore,2
798,68.31999,1309,Anjanapura,Banglore,2
799,61.38,1176,Anjanapura,Banglore,2
800,71.51,1370,Anjanapura,Banglore,2
801,96.2,1843,Anjanapura,Banglore,3
802,68.9,1320,Anjanapura,Banglore,2
803,96.1,1841,Anjanapura,Banglore,3
804,101.0,1950,Anjanapura,Banglore,3
805,81.37,1559,Anjanapura,Banglore,3
806,78.19,1498,Anjanapura,Banglore,3
807,93.96,1800,Anjanapura,Banglore,3
808,87.12,1669,Anjanapura,Banglore,3
809,69.94,1340,Anjanapura,Banglore,2
810,69.89,1339,Anjanapura,Banglore,2
811,86.49,1657,Anjanapura,Banglore,3
812,97.09,1860,Anjanapura,Banglore,3
813,86.65,1660,Anjanapura,Banglore,3
814,93.85,1798,Anjanapura,Banglore,3
815,69.53,1332,Anjanapura,Banglore,2
816,86.91,1665,Anjanapura,Banglore,3
817,50.7,935,Budigere Cross,Banglore,2
818,61.83,1350,Budigere Cross,Banglore,3
819,61.83,1350,Budigere Cross,Banglore,3
820,56.1,1225,Budigere Cross,Banglore,2
821,56.1,1225,Budigere Cross,Banglore,2
822,95.0,1270,Harlur,Banglore,2
823,125.0,1550,Harlur,Banglore,3
824,120.0,1550,Harlur,Banglore,3
825,104.0,1460,Harlur,Banglore,3
826,135.0,1830,Harlur,Banglore,3
827,34.47,985,Bommasandra,Banglore,2
828,82.16,1467,Harlur,Banglore,2
829,116.0,2067,Harlur,Banglore,3
830,101.0,1808,Harlur,Banglore,3
834,46.11,1048,Varthur,Banglore,2
835,62.21,1428,Varthur,Banglore,3
836,53.8,1255,RR Nagar,Banglore,2
837,76.31999,1482,Jakkur,Banglore,3
838,66.12,1284,Jakkur,Banglore,2
839,54.43,1057,Jakkur,Banglore,2
840,180.0,1800,other,Banglore,3
841,62.0,1400,other,Banglore,3
845,194.0,1078,other,Banglore,2
846,80.0,1265,Electronic City Phase 1,Banglore,2
848,150.0,1196,Bellandur,Banglore,2
849,60.0,1135,other,Banglore,2
850,90.0,1885,Yelahanka,Banglore,3
851,69.0,1440,Yelahanka,Banglore,3
852,69.5,1392,other,Banglore,2
853,67.11,1320,other,Banglore,3
854,42.09,771,other,Banglore,1
855,54.78,1128,other,Banglore,2
856,32.67,568,other,Banglore,1
857,111.0,2221,other,Banglore,4
858,67.31,1268,other,Banglore,2
859,63.85,1272,other,Banglore,2
860,108.0,2147,other,Banglore,4
861,92.78,1275,Bommanahalli,Banglore,2
862,98.59,1360,Bommanahalli,Banglore,3
863,148.0,2616,Devanahalli,Banglore,3
864,74.0,1323,Devanahalli,Banglore,3
865,72.0,1207,Devanahalli,Banglore,2
867,45.53,800,Devanahalli,Banglore,2
870,162.0,2254,Hulimavu,Banglore,3
871,160.0,2212,Hulimavu,Banglore,3
872,160.0,2212,Hulimavu,Banglore,3
876,112.99999,2180,Begur,Banglore,4
877,112.99999,2180,Begur,Banglore,4
878,95.16,1830,Begur,Banglore,4
879,101.0,1960,Begur,Banglore,3
880,73.31999,1410,Begur,Banglore,3
881,98.02,1885,Begur,Banglore,2
882,65.26,1255,Begur,Banglore,2
883,65.26,1255,Begur,Banglore,2
884,110.0,1805,Begur,Banglore,3
885,110.0,1805,Begur,Banglore,3
886,72.0,1207,Devanahalli,Banglore,2
887,61.0,1043,Devanahalli,Banglore,2
891,116.0,1615,Bommanahalli,Banglore,3
892,209.0,2200,JP Nagar Phase 4,Banglore,3
899,92.78,1275,Bommanahalli,Banglore,2
903,136.0,1939,Hebbal,Banglore,3
904,113.99999,1628,Hebbal,Banglore,3
908,116.0,1615,Bommanahalli,Banglore,3
909,209.0,2200,JP Nagar Phase 4,Banglore,3
910,115.0,1476,Begur,Banglore,3
911,125.0,1527,Begur,Banglore,3
912,105.0,1265,Begur,Banglore,3
913,109.0,1515,Bommanahalli,Banglore,3
914,60.0,940,Devanahalli,Banglore,2
917,50.0,1090,Devanahalli,Banglore,1
918,48.0,1020,Devanahalli,Banglore,1
920,118.0,1687,Hebbal,Banglore,3
921,120.0,1712,Hebbal,Banglore,3
922,127.0,1812,Hebbal,Banglore,3
923,134.0,1911,Hebbal,Banglore,3
925,60.0,1135,Kumaraswamy Layout,Banglore,2
926,97.0,1555,Electronic City Phase 1,Banglore,3
927,93.0,1482,Electronic City Phase 1,Banglore,3
929,77.06,1376,Harlur,Banglore,2
930,123.0,2202,Harlur,Banglore,3
931,94.0,1530,Budigere Cross,Banglore,3
932,86.0,1404,Budigere Cross,Banglore,3
933,72.0,1157,Budigere Cross,Banglore,2
934,98.0,1565,Electronic City Phase 1,Banglore,3
935,79.0,1255,Electronic City Phase 1,Banglore,2
936,43.4,1240,Singasandra,Banglore,2
937,41.47,1185,Singasandra,Banglore,2
938,39.2,1120,Singasandra,Banglore,2
939,29.4,840,Singasandra,Banglore,2
940,46.02,1315,Singasandra,Banglore,2
941,45.32,1295,Singasandra,Banglore,2
942,43.22,1235,Singasandra,Banglore,2
943,26.6,760,Singasandra,Banglore,1
944,56.17,1605,Singasandra,Banglore,3
945,32.2,920,Singasandra,Banglore,2
946,23.1,660,Singasandra,Banglore,1
947,42.7,1220,Singasandra,Banglore,2
948,28.35,810,Singasandra,Banglore,1
949,73.2,1395,Kumaraswamy Layout,Banglore,2
950,71.5,1395,Kumaraswamy Layout,Banglore,1
951,67.0,1305,Kumaraswamy Layout,Banglore,1
952,71.5,1395,Kumaraswamy Layout,Banglore,1
953,71.5,1395,Kumaraswamy Layout,Banglore,1
954,68.5,1305,other,Banglore,2
955,73.0,1395,Kumaraswamy Layout,Banglore,2
956,68.0,1305,Kumaraswamy Layout,Banglore,1
957,71.0,1340,Kumaraswamy Layout,Banglore,2
958,68.0,1290,Kumaraswamy Layout,Banglore,1
959,71.0,1395,Kumaraswamy Layout,Banglore,1
960,34.47,985,Bommasandra,Banglore,2
968,55.5,1250,other,Banglore,2
969,45.0,1012,other,Banglore,2
971,193.0,1385,Koramangala,Banglore,2
972,138.99999,1623,other,Banglore,3
975,75.0,1273,Yelahanka,Banglore,2
978,174.0,1249,Koramangala,Banglore,2
979,118.0,1378,other,Banglore,2
980,100.0,1169,other,Banglore,2
982,99.0,1705,Yelahanka,Banglore,3
983,57.19,1271,Harlur,Banglore,2
984,143.0,1788,other,Banglore,3
985,54.8,1370,Varthur,Banglore,3
986,45.56,1139,Varthur,Banglore,2
987,46.16,1154,Varthur,Banglore,2
988,48.96,1224,Varthur,Banglore,2
989,46.56,1164,Varthur,Banglore,2
990,57.19,1271,Harlur,Banglore,2
991,91.0,1485,other,Banglore,3
992,84.0,1300,other,Banglore,2
993,71.0,1135,other,Banglore,2
994,61.0,960,other,Banglore,2
996,137.0,2150,Electronic City Phase 2,Banglore,4
997,110.0,1590,Electronic City Phase 2,Banglore,3
998,103.0,1500,Electronic City Phase 2,Banglore,3
999,95.0,1415,Electronic City Phase 2,Banglore,2
1002,200.0,1946,Harlur,Banglore,3
1003,177.0,1752,Harlur,Banglore,3
1004,144.0,1483,Harlur,Banglore,2
1007,73.0,1463,JP Nagar Phase 7,Banglore,3
1008,55.0,1150,other,Banglore,2
1009,72.23999,1720,Begur,Banglore,3
1010,55.52,1322,Begur,Banglore,2
1011,51.66,1230,Begur,Banglore,2
1012,146.0,1836,other,Banglore,3
1013,142.0,1778,other,Banglore,3
1014,158.0,1980,other,Banglore,3
1015,56.4,705,other,Banglore,1
1016,111.0,1392,other,Banglore,2
1017,146.0,1825,other,Banglore,3
1018,132.0,1659,other,Banglore,3
1019,106.0,1596,Whitefield Hope Farm Junction,Banglore,3
1020,106.0,1574,Whitefield Hope Farm Junction,Banglore,3
1021,82.0,1173,Whitefield Hope Farm Junction,Banglore,2
1022,105.0,1561,other,Banglore,3
1023,98.0,1450,other,Banglore,3
1024,81.0,1180,other,Banglore,2
1025,81.0,1180,other,Banglore,2
1027,230.0,2370,JP Nagar Phase 7,Banglore,3
1028,230.0,2370,JP Nagar Phase 7,Banglore,3
1029,230.0,2370,JP Nagar Phase 7,Banglore,3
1030,45.57,1085,Krishnarajapura,Banglore,2
1031,42.42,1010,Krishnarajapura,Banglore,2
1032,46.2,1100,Krishnarajapura,Banglore,2
1033,57.19,1271,Harlur,Banglore,2
1034,72.42,1541,Harlur,Banglore,3
1035,65.09,1385,Harlur,Banglore,2
1036,68.19,1451,Harlur,Banglore,3
1037,66.69,1419,Harlur,Banglore,3
1038,57.01,1213,Harlur,Banglore,2
1039,59.64,1269,Harlur,Banglore,2
1040,55.03,1171,Harlur,Banglore,2
1041,56.25,1197,Harlur,Banglore,2
1042,49.95,1100,Varthur,Banglore,2
1043,49.95,1100,Varthur,Banglore,2
1044,42.94,976,Varthur,Banglore,2
1045,45.9,1080,Whitefield Hope Farm Junction,Banglore,2
1046,47.38,1115,Whitefield Hope Farm Junction,Banglore,2
1047,46.53,1095,Whitefield Hope Farm Junction,Banglore,2
1048,47.81,1125,Whitefield Hope Farm Junction,Banglore,2
1049,45.05,1060,Whitefield Hope Farm Junction,Banglore,2
1050,46.32,1090,Whitefield Hope Farm Junction,Banglore,2
1051,51.0,1200,Whitefield Hope Farm Junction,Banglore,2
1052,157.0,1800,Hebbal,Banglore,3
1053,141.0,1682,Hebbal,Banglore,3
1054,92.0,1270,Harlur,Banglore,2
1055,132.0,1880,Harlur,Banglore,3
1056,104.0,1460,Harlur,Banglore,3
1057,73.0,1395,Kumaraswamy Layout,Banglore,2
1058,66.55,1305,Kumaraswamy Layout,Banglore,2
1059,71.0,1395,Kumaraswamy Layout,Banglore,1
1060,67.0,1305,Kumaraswamy Layout,Banglore,2
1061,71.0,1395,other,Banglore,2
1062,71.0,1395,Kumaraswamy Layout,Banglore,2
1063,67.98999,1290,Kumaraswamy Layout,Banglore,1
1064,72.98,1395,Kumaraswamy Layout,Banglore,1
1066,41.6,1000,RR Nagar,Banglore,2
1067,52.28,1275,RR Nagar,Banglore,3
1068,43.73,1055,RR Nagar,Banglore,2
1069,53.06,1295,RR Nagar,Banglore,3
1070,44.31,1070,RR Nagar,Banglore,2
1071,148.0,1785,other,Banglore,3
1072,75.0,1245,other,Banglore,3
1073,145.0,1800,Hebbal,Banglore,3
1074,141.0,1682,Hebbal,Banglore,3
1075,102.0,1309,Hebbal,Banglore,2
1077,64.17,1337,Begur,Banglore,3
1078,45.69,952,Begur,Banglore,2
1079,64.59999,1346,Begur,Banglore,3
1080,66.56999,1387,Begur,Banglore,3
1081,65.23,1359,Begur,Banglore,3
1082,62.3,1298,Begur,Banglore,3
1083,49.72,1036,Begur,Banglore,2
1084,47.85,997,Begur,Banglore,2
1085,67.2,1400,Begur,Banglore,3
1086,137.0,2424,Begur,Banglore,4
1087,92.4,1653,Begur,Banglore,3
1088,71.8,1235,Begur,Banglore,2
1089,39.4,644,Begur,Banglore,1
1090,68.78,1600,Krishnarajapura,Banglore,3
1091,45.99,1070,Krishnarajapura,Banglore,2
1092,150.0,2134,Varthur,Banglore,3
1093,65.33,1110,Varthur,Banglore,2
1094,56.74,1320,Krishnarajapura,Banglore,2
1095,74.67,1345,Varthur,Banglore,2
1096,110.0,1655,Varthur,Banglore,3
1097,38.0,1000,Krishnarajapura,Banglore,2
1098,35.72,940,Krishnarajapura,Banglore,2
1099,38.76,1020,Krishnarajapura,Banglore,2
1100,40.99,1015,Bommasandra,Banglore,2
1101,110.0,1655,Varthur,Banglore,3
1103,30.38,1085,Attibele,Banglore,2
1104,24.64,880,Attibele,Banglore,2
1105,188.0,2165,Sahakar Nagar,Banglore,3
1106,150.0,1795,Sahakar Nagar,Banglore,2
1108,56.0,1500,RR Nagar,Banglore,3
1109,54.51,1608,RR Nagar,Banglore,3
1110,53.8,1255,RR Nagar,Banglore,2
1111,53.56,1580,RR Nagar,Banglore,3
1112,53.8,1255,RR Nagar,Banglore,2
1113,44.4,1200,RR Nagar,Banglore,2
1114,44.4,1200,RR Nagar,Banglore,2
1115,45.0,1300,RR Nagar,Banglore,2
1116,53.22,1570,RR Nagar,Banglore,3
1117,53.8,1255,RR Nagar,Banglore,2
1118,53.22,1570,RR Nagar,Banglore,3
1119,55.3,1580,RR Nagar,Banglore,3
1120,51.48,1304,RR Nagar,Banglore,2
1121,52.0,1200,RR Nagar,Banglore,2
1122,53.81,1303,RR Nagar,Banglore,2
1123,51.48,1196,RR Nagar,Banglore,2
1124,44.33,1304,RR Nagar,Banglore,2
1125,127.0,1490,Sahakar Nagar,Banglore,3
1128,227.99999,2243,Uttarahalli,Banglore,3
1129,212.0,2051,Uttarahalli,Banglore,3
1130,29.2,677,Begur,Banglore,1
1131,21.57,525,Begur,Banglore,1
1133,95.0,1380,Thanisandra,Banglore,3
1134,68.0,985,Thanisandra,Banglore,2
1135,67.98,1533,Devanahalli,Banglore,3
1136,61.72,1384,Devanahalli,Banglore,3
1137,53.41,1186,Devanahalli,Banglore,2
1138,49.38,1090,Devanahalli,Banglore,2
1139,36.19,776,Devanahalli,Banglore,1
1140,33.72999,711,Devanahalli,Banglore,1
1141,86.73,1599,Yelahanka,Banglore,3
1142,74.56,1365,Yelahanka,Banglore,3
1143,66.87,1217,Yelahanka,Banglore,2
1144,64.48,1171,Yelahanka,Banglore,2
1145,94.58,1726,Hosa Road,Banglore,3
1146,40.0,1005,other,Banglore,2
1147,107.0,1536,other,Banglore,3
1148,186.0,2210,ITPL,Banglore,3
1149,84.34,1535,Varthur,Banglore,3
1150,85.09,1485,Varthur,Banglore,3
1151,54.26,1080,Begur,Banglore,2
1152,84.0,1047,other,Banglore,2
1153,162.0,1970,Whitefield Hope Farm Junction,Banglore,3
1155,135.0,1695,ITPL,Banglore,3
1156,118.0,1330,ITPL,Banglore,3
1157,150.0,1815,Whitefield Hope Farm Junction,Banglore,3
1158,171.0,1890,ITPL,Banglore,3
1160,137.99999,1763,ITPL,Banglore,3
1161,111.0,1397,other,Banglore,3
1162,171.0,2321,Varthur,Banglore,3
1163,91.0,1216,Varthur,Banglore,2
1165,45.05,1325,Whitefield Hope Farm Junction,Banglore,2
1166,50.32,1480,Whitefield Hope Farm Junction,Banglore,3
1167,39.27,1155,Whitefield Hope Farm Junction,Banglore,2
1168,43.69,1285,Whitefield Hope Farm Junction,Banglore,2
1169,51.51,1515,Whitefield Hope Farm Junction,Banglore,3
1170,43.52,1280,Whitefield Hope Farm Junction,Banglore,2
1171,43.86,1290,Whitefield Hope Farm Junction,Banglore,2
1172,40.46,1190,Whitefield Hope Farm Junction,Banglore,2
1173,43.69,1285,Whitefield Hope Farm Junction,Banglore,2
1174,106.0,1460,Harlur,Banglore,3
1175,98.0,1230,Konanakunte,Banglore,2
1176,88.63,1220,Harlur,Banglore,2
1177,137.99999,1591,Konanakunte,Banglore,3
1178,85.0,1230,JP Nagar Phase 8,Banglore,2
1179,90.5,1709,Gottigere,Banglore,3
1180,70.0,1330,Gottigere,Banglore,2
1181,90.5,1709,Gottigere,Banglore,3
1182,66.98999,1104,other,Banglore,2
1183,54.99,1220,Konanakunte,Banglore,2
1184,90.0,1489,other,Banglore,3
1185,68.0,1299,Gottigere,Banglore,2
1186,84.99,1843,other,Banglore,3
1187,64.98999,1257,other,Banglore,2
1188,68.0,1195,other,Banglore,2
1189,78.0,1165,other,Banglore,2
1190,78.0,1340,other,Banglore,2
1191,78.0,1339,other,Banglore,2
1192,225.0,2220,Uttarahalli,Banglore,3
1194,172.0,1776,other,Banglore,3
1195,225.0,2370,other,Banglore,3
1196,90.0,1603,other,Banglore,3
1197,61.33,1410,Varthur,Banglore,3
1198,64.16,1475,Varthur,Banglore,3
1199,61.33,1410,Varthur,Banglore,3
1200,43.06,990,Varthur,Banglore,2
1201,64.16,1475,Varthur,Banglore,3
1202,48.72,1120,Varthur,Banglore,2
1203,43.06,990,Varthur,Banglore,2
1204,50.02,1150,Varthur,Banglore,2
1205,48.72,1120,Varthur,Banglore,2
1206,50.02,1150,Varthur,Banglore,2
1207,73.51,1690,Varthur,Banglore,3
1208,73.51,1690,Varthur,Banglore,3
1209,46.11,1060,Varthur,Banglore,2
1210,46.11,1060,Varthur,Banglore,2
1211,69.38,1595,Varthur,Banglore,3
1212,69.38,1595,Varthur,Banglore,3
1213,59.72,1471,other,Banglore,2
1214,51.0,1340,Banashankari,Banglore,3
1215,46.0,1340,Banashankari,Banglore,3
1216,120.0,1773,other,Banglore,3
1217,122.0,1811,other,Banglore,3
1218,102.0,1483,other,Banglore,2
1219,124.0,1816,other,Banglore,3
1220,95.95,1389,other,Banglore,2
1221,119.0,1761,other,Banglore,3
1222,50.5,1260,other,Banglore,2
1223,37.35,920,other,Banglore,1
1224,51.8,1295,Bommasandra,Banglore,3
1225,37.0,920,Bommasandra,Banglore,2
1226,37.35,920,other,Banglore,1
1227,50.5,1260,other,Banglore,3
1228,40.99,1015,Bommasandra,Banglore,2
1229,37.35,920,Jigani,Banglore,2
1230,37.35,920,Bommasandra,Banglore,2
1231,37.35,920,Jigani,Banglore,2
1232,37.34,920,other,Banglore,2
1233,40.99,1015,other,Banglore,2
1234,40.99,1015,Jigani,Banglore,2
1235,48.0,1143,RR Nagar,Banglore,2
1236,65.14,1551,RR Nagar,Banglore,3
1237,44.4,1200,RR Nagar,Banglore,2
1238,50.0,1196,RR Nagar,Banglore,2
1239,52.02,1530,RR Nagar,Banglore,3
1240,44.4,1306,RR Nagar,Banglore,2
1241,53.8,1255,RR Nagar,Banglore,2
1242,57.39,1693,RR Nagar,Banglore,3
1243,64.26,1530,RR Nagar,Banglore,3
1244,58.0,1540,RR Nagar,Banglore,3
1245,51.48,1196,RR Nagar,Banglore,2
1246,60.28,1419,RR Nagar,Banglore,2
1247,54.51,1608,RR Nagar,Banglore,3
1248,44.0,1200,RR Nagar,Banglore,2
1249,53.8,1255,RR Nagar,Banglore,2
1250,57.39,1693,RR Nagar,Banglore,3
1251,64.26,1530,RR Nagar,Banglore,3
1252,58.0,1540,RR Nagar,Banglore,3
1253,51.48,1196,RR Nagar,Banglore,2
1254,60.28,1419,RR Nagar,Banglore,2
1255,44.4,1200,RR Nagar,Banglore,2
1256,64.0,1530,RR Nagar,Banglore,3
1257,53.8,1267,RR Nagar,Banglore,2
1258,44.4,1200,RR Nagar,Banglore,2
1259,56.0,1500,RR Nagar,Banglore,3
1260,64.66,1530,RR Nagar,Banglore,3
1261,53.22,1570,RR Nagar,Banglore,3
1262,57.39,1693,RR Nagar,Banglore,3
1263,52.57,1551,RR Nagar,Banglore,3
1264,54.51,1608,RR Nagar,Banglore,3
1265,64.66,1530,RR Nagar,Banglore,3
1266,64.13,1527,RR Nagar,Banglore,3
1267,51.48,1196,RR Nagar,Banglore,2
1268,64.0,1530,RR Nagar,Banglore,3
1269,44.4,1200,RR Nagar,Banglore,2
1270,50.0,1196,RR Nagar,Banglore,2
1271,52.02,1530,RR Nagar,Banglore,3
1272,44.4,1306,RR Nagar,Banglore,2
1273,44.0,1200,RR Nagar,Banglore,2
1274,53.22,1570,RR Nagar,Banglore,3
1275,57.39,1693,RR Nagar,Banglore,3
1276,52.57,1551,RR Nagar,Banglore,3
1277,54.51,1608,RR Nagar,Banglore,3
1278,64.66,1530,RR Nagar,Banglore,3
1279,51.48,1196,RR Nagar,Banglore,2
1280,64.0,1530,RR Nagar,Banglore,3
1281,51.48,1196,RR Nagar,Banglore,2
1282,64.66,1530,RR Nagar,Banglore,3
1283,64.13,1527,RR Nagar,Banglore,3
1284,50.4,1200,RR Nagar,Banglore,2
1285,54.85,1306,RR Nagar,Banglore,2
1286,64.26,1530,RR Nagar,Banglore,3
1287,44.4,1200,RR Nagar,Banglore,2
1288,64.59999,1530,RR Nagar,Banglore,3
1289,44.0,1200,RR Nagar,Banglore,2
1290,51.48,1196,RR Nagar,Banglore,2
1291,65.14,1551,RR Nagar,Banglore,3
1292,64.0,1530,RR Nagar,Banglore,3
1293,64.0,1530,RR Nagar,Banglore,3
1294,44.4,1200,RR Nagar,Banglore,2
1295,44.4,1187,RR Nagar,Banglore,2
1296,59.59,1419,RR Nagar,Banglore,2
1297,50.4,1200,RR Nagar,Banglore,2
1298,44.4,1200,RR Nagar,Banglore,2
1299,60.28,1419,RR Nagar,Banglore,2
1300,64.0,1530,RR Nagar,Banglore,2
1301,53.8,1255,RR Nagar,Banglore,2
1302,50.23,1196,RR Nagar,Banglore,2
1303,50.23,1196,RR Nagar,Banglore,2
1304,54.0,1295,RR Nagar,Banglore,2
1305,51.48,1196,RR Nagar,Banglore,2
1306,54.0,1303,RR Nagar,Banglore,2
